0.0053432730,0.0028877183
0.0053432730,0.0028877183
0.0053432730,0.0028877183
0.0053432730,0.0028877183
0.0053432730,0.0028877183
0.0053432730,0.0028877183
0.0053432730,0.0028877183
0.0053432730,0.0028877183
0.0053432730,0.0028877183
0.0053432730,0.0028877183
0.0053432730,0.0028877183
0.0053432730,0.0028877183
0.0053432730,0.0028877183
0.0053432730,0.0028877183
0.0053432730,0.0028877183
0.0053432730,0.0028877183
0.0053432730,0.0028877183
0.0053432730,0.0028877183
0.0053432730,0.0028877183
0.0053432730,0.0028877183
0.0053432730,0.0028877183
0.0053463213,0.0028896918
0.0053416930,0.0028848648
0.0053272826,0.0028731693
0.0053534565,0.0028556480
0.0053217999,0.0028327259
0.0052858803,0.0028047746
0.0052383888,0.0027716864
0.0051892426,0.0027338027
0.0051468492,0.0026992217
0.0051024592,0.0026652000
0.0050503540,0.0026306843
0.0049930443,0.0025928156
0.0049259880,0.0025830073
0.0048503356,0.0025316679
0.0047681172,0.0024734372
0.0046879444,0.0024154448
0.0045936502,0.0023481550
0.0045003478,0.0022777994
0.0032341285,0.0010868770
0.0043228821,0.0019268754
0.0044948258,0.0018228899
0.0039913295,0.0011092610
0.0041051789,0.0010378025
0.0034597560,0.0002828832
0.0031050090,-0.0001448985
0.0028762608,-0.0003376526
0.0028889569,-0.0004897258
0.0032265370,-0.0002672281
0.0032853926,-0.0002713310
0.0035922943,-0.0000247275
0.0031868390,-0.0004123782
0.0033160091,-0.0003019948
0.0027333448,-0.0008844412
0.0029993489,-0.0006380686
0.0018114130,-0.0016538715
0.0016975815,-0.0015730696
0.0023247331,-0.0009530394
0.0019748375,-0.0012019549
0.0008958210,-0.0021357700
0.0004382738,-0.0025362751
0.0000146800,-0.0030095719
0.0003607439,-0.0027386712
0.0003134228,-0.0028173260
0.0010393266,-0.0021709986
0.0012811526,-0.0020133613
0.0012002506,-0.0020667692
0.0011709682,-0.0021257993
0.0013655458,-0.0019797342
0.0028710501,-0.0018216673
0.0029408050,-0.0016845150
0.0029143195,-0.0015909772
0.0028322974,-0.0015216227
0.0027031954,-0.0014708889
0.0025326350,-0.0014533511
0.0024624583,-0.0012906902
0.0016808924,-0.0012075283
0.0020301189,-0.0010713750
0.0017629844,-0.0010569721
0.0016328233,-0.0010466742
0.0013305349,-0.0010394821
0.0012036421,-0.0009695678
0.0010690073,-0.0009024531
0.0011806108,-0.0008531721
0.0011259135,-0.0008176413
0.0004232345,-0.0017034310
0.0001622272,-0.0016844836
-0.0001125496,-0.0016706939
-0.0000383049,-0.0016604641
-0.0003769325,-0.0016531352
-0.0009535002,-0.0016475587
-0.0012437984,-0.0016436384
-0.0012571450,-0.0016861304
-0.0012549792,-0.0015554061
-0.0012873022,-0.0014388611
-0.0013999005,-0.0013517143
-0.0015608920,-0.0012866750
-0.0017021494,-0.0012381732
-0.0018781089,-0.0012019963
-0.0020710097,-0.0011749954
-0.0022193137,-0.0014063062
-0.0025481092,-0.0013911995
-0.0028876039,-0.0013798670
-0.0030352300,-0.0013020476
-0.0031710614,-0.0012233366
-0.0032936629,-0.0011638592
-0.0034483606,-0.0011188445
-0.0036299080,-0.0010847133
-0.0037452560,-0.0013828711
-0.0039311424,-0.0012915689
-0.0041162382,-0.0012015587
-0.0043674128,-0.0011318557
-0.0045133802,-0.0010772921
-0.0046809611,-0.0010343777
-0.0048604533,-0.0010005566
-0.0053783748,-0.0014850747
-0.0057223398,-0.0014637199
-0.0058678332,-0.0013744796
-0.0060159092,-0.0012846073
-0.0061718807,-0.0012148512
-0.0063593314,-0.0011605914
-0.0065699906,-0.0011183043
-0.0068578216,-0.0012335454
-0.0071690071,-0.0012077423
-0.0074885726,-0.0011875455
-0.0077768079,-0.0011717111
-0.0080658223,-0.0011592811
-0.0081536890,-0.0010771944
-0.0082722315,-0.0011477401
-0.0084747965,-0.0010803975
-0.0087178248,-0.0010274995
-0.0089212378,-0.0009858808
-0.0091357539,-0.0009530709
-0.0093605153,-0.0009271649
-0.0096821051,-0.0010947846
-0.0100084478,-0.0010785510
-0.0103483073,-0.0010656617
-0.0106364503,-0.0010554176
-0.0107241913,-0.0009747961
-0.0108369074,-0.0010470028
-0.0110131531,-0.0009787856
-0.0112150865,-0.0009244636
-0.0114172983,-0.0008811323
-0.0116252387,-0.0008465123
-0.0118705211,-0.0009238505
-0.0121327127,-0.0009016490
-0.0124007733,-0.0008838289
-0.0126620616,-0.0008695027
-0.0129149321,-0.0008579682
-0.0131455025,-0.0009096026
-0.0134433336,-0.0009020940
-0.0137428124,-0.0008960238
-0.0140219452,-0.0008911071
-0.0140892389,-0.0008148754
-0.0141853130,-0.0008288054
-0.0143001159,-0.0007613918
-0.0143844617,-0.0007068051
-0.0145892821,-0.0006625446
-0.0147475266,-0.0006266088
-0.0149190065,-0.0006314051
-0.0151092750,-0.0006076198
-0.0152805160,-0.0005882307
-0.0154843608,-0.0005724042
-0.0156648279,-0.0005594704
-0.0158786120,-0.0005874109
-0.0160784999,-0.0005787403
-0.0162717602,-0.0005716270
-0.0164624893,-0.0005657844
-0.0166695359,-0.0005779762
-0.0168618499,-0.0005740204
-0.0170868690,-0.0005707864
-0.0172449065,-0.0005681612
-0.0174353170,-0.0005660393
-0.0176315311,-0.0005625612
-0.0178095146,-0.0005611873
-0.0179943146,-0.0005600598
-0.0181796333,-0.0005590965
-0.0183280070,-0.0005344507
-0.0185164527,-0.0005337709
-0.0187002213,-0.0005332042
-0.0188777674,-0.0005327311
-0.0190832538,-0.0005618798
-0.0192737584,-0.0005615550
-0.0194158383,-0.0005612856
-0.0196477595,-0.0005610640
-0.0196364544,-0.0004892000
-0.0195745994,-0.0004012326
-0.0195769277,-0.0003340340
-0.0195866253,-0.0002783906
-0.0196156198,-0.0002322888
-0.0197044037,-0.0002234195
-0.0197362083,-0.0001917178
-0.0197825158,-0.0001654061
-0.0198360970,-0.0001435546
-0.0198417370,-0.0000706673
-0.0198761714,-0.0000555705
-0.0199077844,-0.0000430125
-0.0199379352,-0.0000325596
-0.0199880532,-0.0000225352
-0.0199977208,-0.0000152817
-0.0200073464,-0.0000092350
-0.0200237964,-0.0000041919
-0.0199847541,0.0000427967
-0.0199933420,0.0000463108
-0.0199983353,0.0000492465
-0.0199897476,0.0000516985
-0.0200105326,0.0000230134
-0.0200068099,0.0000247301
-0.0200068379,0.0000261650
-0.0200071642,0.0000273663
